,CA5A,CA5B,CA6,CA12,CA7,GLUD2,CA2,CPS1,CA3,CA4,GLS2,GLUL,CA8,CA14,GLUD1,CA9,CA1,GLS,AMT,HAL,ASNS,CA13,CTH
SIDM00127,-0.8657947171771034,-0.7489009492359069,-0.8170694899169118,-0.7389220025398625,-0.8521722958802261,-0.6267408846493202,0.33601859593895,-0.9521198901652066,-0.7270212730634924,-0.8658328844353277,-0.8771090583628237,-0.3035416675102736,-0.9595438733347131,-0.7093980053412325,2.693169750627045,-0.8997800258197581,-0.9013718777631389,0.1334851769975147,-0.6015281805177097,-0.7844661764261763,1.7447492462212395,-0.3678252866680947,1.5948574054777562
SIDM01042,-0.5894704837035345,-0.19606631946130482,-0.8095453081513622,0.14275073655596712,-0.7182831092185366,-0.6650622722562229,-0.47935255022827755,-0.8746544092689487,-0.8124102581893027,-0.5637087858318531,-0.5779673171306398,-0.4008947349019605,-0.6506638827201802,-0.7707371615734332,2.270777914818704,-0.35251300624663706,-0.9035872699292582,-0.1668619606338359,-0.6247320429478741,-0.7987181103113847,3.049097980732469,-0.8523634638731482,0.44856031973897054
SIDM00491,-0.5747148513702094,-0.8022759566364904,-0.7638010166744864,1.285112518518669,-0.6842009834645444,-0.6224887007073535,-0.8016240788202177,-0.4046473753859466,-0.742103675710717,-0.7269675071042984,-0.7719556174007168,-0.4557319948722667,-0.9357808004037133,-0.8832643740611568,2.312272352608508,0.32899938675720336,-0.9038855035869976,0.582139932676835,-0.3591863936962492,-0.8429439139494479,2.382830223722342,-0.45574156708564695,1.0193428619551397
SIDM00488,-0.5659230305082983,-0.7829707568933351,-0.8412126129873791,-0.7694901055252176,-0.7639185078877617,-0.7234179234251181,-0.5570698126481842,-0.6963755032225221,-0.766787314590334,-0.6416753168465299,-0.7291065867475003,-0.2059548459329057,1.0204895077227332,-0.8717448901932906,2.036742809568069,-0.8603578477948038,-0.915524856038428,1.0690845633481028,-0.5792277339560922,-0.8359826910729796,2.2904415527096735,-0.5217028479579979,-0.45725464925098297
SIDM00190,-0.6959151936795049,-0.7582311479926279,-0.7620667293249609,-0.6820054956533433,-0.7323301984112854,-0.010116918202249723,-0.8252223603970863,-0.3077676509566661,-0.8119457285266768,-0.7693682804828975,-0.8012734235774921,-0.11878453505295017,0.38553596474195084,1.242649512007638,1.8705323181957179,-0.7771843182834509,-0.897851495944678,0.6128323721553992,-0.598038869090194,-0.8339810494608693,3.030225093167875,-0.7468646528959781,-0.33600784603069506
SIDM00542,-0.6912370466329262,-0.7393037328643641,-0.8368532469177283,1.6555266937115918,-0.7465414022526834,-0.8147366897309559,0.849335330910028,-0.37355732112559425,-0.7933581644822413,-0.817361158700995,-0.8184777316591662,-0.4420264434792601,-0.8542145124743511,-0.8848046510863511,1.7723263597197958,-0.6684058375196077,-0.8794901781532592,1.0969402794154137,-0.6274772268675307,-0.8507360923629418,3.0519416325298905,-0.5273867909736698,0.5469484219664149
SIDM00198,-0.7519249546059248,-0.8638240465780858,-0.7947543028646613,-0.7544387673773378,-0.8551978891829609,-0.74926324199682,-0.8981167967550379,-0.860358151787691,-0.8592511959125253,-0.7620164092045643,-0.8074689859943719,-0.3547955814121253,-0.9434712233028215,-0.9153277281894973,2.1637781908735234,-0.7464511589512647,-0.9102184585546925,0.5888738421293934,-0.5784364574017531,-0.7877580513951905,1.8342862685999883,-0.8313683598425238,-0.41619856164618824
SIDM00269,-0.9160855273690206,-0.8544736704020143,-0.819228105005279,-0.4141078870309297,-0.7152115211190293,-0.7905533517750789,-0.8632186491039573,-0.9135950330455594,-0.8347109720446875,-0.5770145976298519,-0.8379720960385606,0.014582499543814213,-1.0095964346023811,-0.44071779546055656,1.8167711038753602,-0.8343736911539801,-0.9391628662328674,0.3030476113156538,-0.4032002398567407,-0.8055716490159319,3.0478226876295005,-0.5760583402077818,1.5634032009992682
SIDM00621,-0.5740679495560982,-0.7852536094650149,-0.7702765773147598,-0.8191701471315704,-0.7021324451134158,-0.8543404504113503,-0.7990451861498045,-0.8907361777166648,-0.7932259688047929,-0.6632597387212469,-0.7765108686679498,-0.10587353249266711,-0.9278930127404206,-0.40052966409660695,1.5101090847105658,-0.06351989785616446,-0.9729227510817,0.27841765317341804,-0.640502125629089,-0.7217261159246111,3.1736870139568025,-0.7799090754500793,1.1792061577713284
SIDM00599,-0.6363622150405739,-0.873728315963057,-0.8236656625413356,-0.5932692816920871,-0.8365244618557777,-0.5462118244182903,0.7456202154273113,-0.7838360279836395,2.6479863569750055,-0.6777706727418197,-0.7771973695623612,-0.3148682067728362,-0.908428727952344,-0.8776353717228239,1.7798252327596382,-0.8325643147344829,-0.9229242051945445,0.8191224303398769,-0.3244877004043762,-0.8445477960893429,2.9610115952077467,-0.6190964807145649,0.24461492217180275
SIDM00118,-0.6861719709925007,-0.7504253593980267,-0.7525662093043302,-0.6262563712642932,-0.7624975166731486,-0.7698053652042957,0.720021053848157,-0.746086316713604,-0.8583489281657021,-0.6570406847161617,-0.7072232908020493,-0.5594595447481125,-0.8727910960008386,-0.8728922734340367,1.8966160319641303,0.0790190967351966,-0.5900545492919466,0.7472129941103341,-0.5497027269371412,-0.7467561730234141,2.7495802412331733,0.07506271467375579,0.8587825114842722
SIDM00596,-0.5369440846441216,-0.7549437031723722,-0.705289563748906,2.798247307270421,-0.6877081424167997,-0.7700188031061814,1.4787601106785038,-0.6102591885646385,-0.8542521363677239,-0.73830964032978,-0.6773768957730205,-0.3957907358396163,-0.9323322981295353,-0.8608451515853112,2.296520728473298,-0.7707689721158129,-0.8518396253272581,0.8017249187521562,-0.6282457277887292,-0.7900262791349916,2.814125747357858,-0.6244223847876824,1.0925482889069844
SIDM01251,-0.5439683512637967,-0.7321709985448714,-0.6418968177813942,-0.7537292885952549,-0.7570927917532018,-0.7411366952696228,-0.8383166243660273,-0.6355773645236479,-0.8844627786730856,-0.8752252463451337,-0.8070838524033169,-0.3780166653004616,-0.9519274472760502,-0.8350358719841918,2.020794510850357,-0.7266408228506687,-0.8572645661815372,0.08950251188570015,-0.3609924687320485,-0.7798386685792706,3.098711028933813,-0.8637004302981743,1.5552666033545848
SIDM00197,-0.8633693192965127,-0.8060616895932436,-0.8701718973329848,-0.8119440930709751,-0.7022127808996622,-0.8947647023811595,-0.8478597854063055,-0.9244869495039726,-0.8727344021017858,-0.5640735493876144,-0.7795242746442282,-0.17672184606867952,-0.9081291979501006,-0.7874604676246357,1.83186746953994,-0.788687333530381,-0.9302202838695153,0.07225726141178312,-0.6716051356558228,-0.7057759885622761,2.7183258723575854,-0.7908392288333611,0.6250357555716937
SIDM00810,-0.5934512936020506,-0.6997223067289824,-0.7984914610169765,-0.7905622217219108,-0.9172598258294892,-0.8072789023100385,-0.7206448842891126,-0.8676991883660475,-0.9251981279275672,-0.6280266158005885,-0.6738558146070107,-0.3273279361943531,-0.989162243200341,-0.7716920349431772,1.8915343208074458,-0.7622161321095517,-0.9405574213831834,0.23099869217632304,-0.4269936844853711,-0.7906614746736862,3.1346575506337797,-0.8349727729993756,-0.16276669704916286
SIDM00174,-0.44265560323093933,-0.7783096838437419,-0.7792398849439841,0.7890286972806911,-0.746800839290677,-0.8373189647446446,-0.8864283068191569,-0.5513067361866755,-0.8601358539250403,-0.623264353639168,-0.7748905603644202,-0.3170788325768718,-0.9795706080345454,-0.8284633733830646,1.9682362381918839,1.133257255564923,-0.9090676287863024,0.48591909994750887,-0.5363039593759286,-0.7158284975882943,1.3630327915526539,-0.85843559959227,-0.2854066446401283
SIDM00487,-0.5272463879938888,-0.7615835320393437,-0.7752595113798847,-0.41589326731145737,-0.7566543165756362,-0.8424053221171689,-0.5075987694827857,-0.6261240414742043,-0.7754132956765875,-0.32708588035196867,-0.6559456075850916,-0.24092230642654014,-0.9493595713807685,-0.7897138564810702,1.9735396802857341,-0.5686774791504413,-0.8808454061579107,-0.006065101929679429,-0.5394305758258363,-0.7568313871390339,2.256161354659044,-0.7225447307472248,0.3472244491876035
SIDM00263,-0.7224963041790942,-0.6929313613702256,-0.8292460874412907,-0.8098228338110242,-0.7576602233611458,-0.8439137558065735,-0.898320065455641,-0.3103003311644148,-0.7941297972134398,-0.40821129414589824,-0.8029926005780977,-0.22198104405668212,-0.9710469050835292,-0.4227386341606628,1.5426456004994935,-0.8568041057323444,-0.8684159579974559,0.3883539730735255,-0.5271519659719234,-0.8534083051093831,2.369835069912242,-0.5888449690066935,0.8722114729267494
SIDM00277,-0.7062410697499422,-0.6283823655363687,-0.6126764734725703,-0.7591600002910234,-0.8234137666076804,-0.8550462155150208,-0.7320398181067134,-0.7758274074900903,-0.8584396344210098,-0.778892283811142,-0.6790546445518123,0.4381373643473885,0.7200380444177753,-0.8221125912717311,2.299916992615184,-0.7801497271815108,-0.7538326266719072,0.34549527510263917,-0.39959299026990847,0.7624109574485609,2.9572919868473138,-0.7915077331877354,0.3498782839932368
SIDM00592,-0.7455906244281475,-0.9034611073525872,-0.7417423209361763,-0.725330810290021,-0.639836772237028,-0.6134496176296086,-0.14162675959461266,-0.9177285444205271,-0.8743733296926194,-0.5220139368992558,-0.6997881266707846,-0.3161620876108029,-1.014275234393979,-0.7874627927092736,2.5357902779021253,0.06937257230962275,-0.9011512320323786,0.49540467682709927,-0.6798233098285357,-0.7556390036855684,2.4262881730770305,-0.8953813989675917,1.1536117057939388
SIDM00496,-0.729370826546425,-0.8420978957186472,-0.6937132451316704,-0.7885241620113439,-0.5945111134617906,-0.6849047867621636,-0.8047022887782144,-0.3809315925728616,-0.7945616695883331,-0.8247103208295237,-0.8126334185828941,-0.3097685704017609,-0.04110322252580724,-0.8048308138892526,2.1541783390916387,-0.6368347234742658,-0.9367469367691158,0.4964872050682656,-0.4798184223199598,-0.7726191905516072,2.67310111374735,-0.698725978533545,1.796558923811811
SIDM00793,-0.5695235540108102,-0.749690891167061,-0.7780777466681931,-0.7027810316003024,-0.7422870888337924,-0.7304653631440245,-0.8087501114494716,-0.9224264713703408,-0.8472673795276165,-0.8256535038422064,-0.7622595955426342,-0.6266297141280146,-0.8619361775815766,-0.8644988461344777,1.4590906276426916,-0.7401489011594706,-0.9235180311377241,1.0567919404911554,-0.5799712987356515,-0.6917320321498769,3.4468882257638174,-0.6236014087650945,1.0418453276728004
SIDM00121,-0.5253307535410684,-0.7619441246519931,-0.7031864127729209,-0.7436927624116525,-0.8762933750742125,-0.7020167687695629,-0.7817411278028564,-0.7270087636060727,-0.8667702327643008,-0.8302473389463583,-0.7672461271562787,-0.0776312338633424,-0.5186560971397745,-0.9198492221140037,2.0150033839494657,-0.8208810567418591,-0.8612009295505433,0.4885798042835299,-0.539441343078461,-0.7394668251094357,1.651152615745978,-0.8280896292036896,-0.8700609982153544
SIDM00202,-0.6324656829740882,-0.8306987331574439,-0.8074093442460265,-0.8992879163390497,-0.7208703685998992,-0.8105838135831616,-0.9178645289918169,-0.8744375434391413,-0.7704326647847167,-0.6891700493775874,-0.7915144412894851,-0.1591776655915118,-1.0172383510575793,-0.9037919975559343,1.9726707829816525,-0.7481175699277248,-0.9000680655674412,0.4590919032681907,-0.3997189467494383,-0.7571189827614971,3.3511732997042856,-0.6162297715001457,0.67470392938079
SIDM00047,-0.7407828299039202,-0.6461611394346827,-0.8288610791783756,1.4554826761112372,-0.7356151975095006,-0.6832673619189243,2.602908660034994,-0.7134653931052977,-0.8859967866185731,-0.5485308834043606,-0.7097810161642414,-0.6265547024242837,-0.9478826360245265,-0.8206951424530968,1.7972832274414554,-0.8074284303222089,-0.9036818221157166,0.7427284106832764,-0.5501189335489659,-0.7542929836565376,2.260040294987455,-0.664414352570934,0.9054184903959992
SIDM00885,-0.5559144533917814,-0.7793509334249006,-0.7846498253959872,-0.8034864214021785,-0.8545931171338497,-0.4672041608806915,-0.8158752535512257,-0.9714180769030752,-0.846620726797869,-0.8187438016103961,-0.7160082738833624,-0.04168900632555792,-0.8084919690999962,-0.8516712022320405,1.5618138806903141,-0.8090760155120803,-0.9372266386672493,-0.08569436636385197,-0.5838781562058623,-0.8202601480684969,2.782513559302492,-0.8508205909348209,0.24224396727427025
SIDM00201,-0.6725780816605287,-0.8545033660822615,-0.8090495899505086,-0.7503201747079624,-0.8593421426791672,-0.8151451805246486,-0.763398501748218,-0.8524566924352773,-0.9003900218962536,-0.7354469321254975,-0.6371183354797514,-0.28964517774783427,-0.9609060941212876,-0.8589959906618307,2.0227131594813526,-0.9015313352548191,-1.0126694950822415,0.06703058252784434,-0.4917898807227648,-0.7783016694349059,2.386548660747885,-0.847304322110092,-0.7264320657266571
SIDM00789,-0.5466588440556199,-0.8754933354201273,-0.8612990151155361,-0.5695743028607718,-0.7965149840113717,-0.6812696414142755,0.1784006448723731,-0.9081657482021127,-0.9147001473002868,-0.6401130410897737,-0.5707882366738206,-0.3640887618845777,-0.903642251350293,-0.8578876879902821,2.0311298526215316,0.6904617987080526,-0.8487527351141501,0.07545161610763675,-0.6269035527237611,-0.7211498055136305,3.242279300495379,-0.758474856889224,0.3046635897386937
SIDM01248,-0.6174215626897962,-0.8754290034412542,-0.739335777754348,0.23124609275616478,-0.7567301204246701,-0.8026478094099622,-0.8313356814433549,-0.4693880735565414,-0.8646502139894692,-0.7165166069833254,-0.7591229956246355,0.0007600103564369494,-0.9536342365146953,-0.850810500792894,2.0986738765057313,-0.7740161997853784,-0.8562833598322356,0.490656883401365,-0.48920219360688455,-0.8480683824214446,3.614020877853549,-0.8812366166595258,0.5609021174596233
SIDM00195,-0.5162434651757893,-0.7897141384404305,-0.8046798032856907,-0.8011333646687121,-0.675094506817386,-0.7857979460984749,-0.9176251952140096,-0.9115238038385222,-0.8935701983294129,-0.7577226634178106,-0.7650803350337364,-0.0659590508098331,-1.0296137311928468,-0.8016558870416891,1.7135303381486429,-0.9024332115398009,-0.9262376899262799,0.13669188205021063,-0.5655061591711387,-0.7459239210505083,2.914781241528011,-0.7897792013585688,-0.0062975514148823995
SIDM00517,-0.5272330360098594,-0.6460290678539482,-0.7552676445964019,-0.32834206928581056,-0.6773338546839943,-0.7733323235855866,0.0670316445620834,-0.9800002369909386,-0.9055762630526634,-0.75809958689584,-0.7861163236381208,0.36011284045450803,-0.901898369241852,-0.8908016607888259,1.9355527132110848,1.5942345900460257,-0.9416246534392725,0.5983895412887696,-0.6314357140255761,-0.7194442701561913,1.9199014618771502,-0.8747472028441905,-0.2604459644857626
SIDM00534,-0.5349937688169352,-0.7969441364760966,-0.7579411745780106,1.4797405244431412,-0.8415351479847416,-0.7360623889424058,0.4800006542459577,-0.8685979574763102,-0.6851149846603752,-0.6303446274522609,-0.5937470547862378,-0.6473828734392023,-0.9041150883348107,-0.7612905634886706,2.0722235429849634,0.9076847195981054,-0.4268101396688431,0.4149032395886739,-0.5852422980452751,-0.805724053726291,2.9642866706638933,-0.07478265507657733,1.6305300447569078
SIDM00863,-0.6952666914223689,-0.6315876348064006,-0.7459812410071319,-0.8008511031350676,-0.7688576425694721,-0.8015574820996747,-0.7603707417464503,-0.7945619927907508,-0.9121320709949383,-0.6896968716302286,-0.760278685207079,-0.5295543249252511,-0.8831669723832378,-0.7603245880763609,1.4687152616240435,-0.7831447547804807,-0.8683563932847913,0.9666854162662598,-0.4141442865778794,-0.7444342295456736,3.3840540466459634,-0.7941918439806521,1.3571365778449906
SIDM00211,-0.6770402438341587,-0.5853326029060821,-0.7691898250873254,-0.6468748514060079,-0.869393997413626,-0.7765623496926611,-0.806097840581814,-0.7583367213508868,-0.8666208058749665,-0.7042064030235157,-0.772728678655362,0.03275061771090372,-0.9240989139659075,-0.86581057322172,2.0357736080594124,-0.799693778021206,-0.9165951375948462,0.30172332382407463,-0.5083243241928185,-0.5418853133762395,2.487106918921894,-0.8892231603918593,-0.3445460548413571
SIDM00539,-0.7022933975481171,-0.6871743052021186,-0.7483193243130933,-0.6495154571900214,-0.5502420468035788,-0.7678853812372604,-0.2845203516944587,-0.8434151274094632,-0.811318887541418,-0.7850342457570528,-0.7214676180240481,-0.37484352192304515,-0.8901137612273645,-0.7312598316956216,1.5638328798018957,2.2929400373802453,-0.8837064430839549,0.672363033565596,-0.6242696544110633,-0.7873384081624761,2.724910250935848,-0.6199864711454527,1.8967676489793333
SIDM00875,-0.6899157132059651,-0.9224188930611334,-0.8715866464379564,-0.5654704629355493,-0.7189853119028128,-0.7357201181291751,-0.7374959578813247,-0.8980166814020393,-0.9099296576258273,-0.788046662651387,-0.7021646697574025,0.22276053359184794,-0.6612884461310398,-0.8864592590446236,2.6740331071261836,-0.6520634329700215,-0.9243349877352878,0.2606539404851725,-0.6776299536897985,-0.7857606575266597,2.8228948238898566,-0.8953074430727808,1.239557263310838
SIDM00679,-0.6867039600570276,-0.6856658503841331,-0.7308355820357156,-0.11353592260038292,-0.6883032029976823,-0.7317781028032203,0.5601116409305468,-0.40113911201739366,-0.9076735244367329,-0.7301652506269637,-0.8252490199466178,-0.31984995794833465,-0.8656014604367824,-0.8341069713161702,1.4384835160176836,-0.6667720068300147,-0.888009454624707,0.31103496898693545,-0.6231162689068296,-0.6773948922422804,3.1131082643413115,-0.6918845851976678,-0.37830708901312243
SIDM01146,-0.5946790303944838,-0.736053176227421,-0.7375440763992678,-0.7443013905626406,-0.588154325837888,-0.7094839032294884,-0.8051222809685956,-0.06034084128200346,-0.8612671512266055,-0.8441464432934518,-0.7868819475009533,-0.4617975757657095,-0.9534887415145831,-0.8401269961473313,2.0196337113193286,-0.9066664068511084,-0.8714967864840294,0.7854564325978608,-0.6591643460317418,-0.7548435500753682,3.4088829109188046,-0.8485218942331355,0.20116509334940377
SIDM00156,-0.6541119466792557,-0.7467666519007398,-0.7952025174124547,-0.781293660267187,-0.6846027598230372,-0.6907290529559154,-0.8215011292437622,-0.9349314510460642,-0.7631736638797443,-0.7119529687959965,-0.7147913668604433,-0.1584294919210051,-0.894644181563661,-0.30798490695820735,1.6192904423639884,-0.842010819410665,-0.7994135588476954,0.6240666661187886,-0.6513682100155428,-0.8007200544756754,3.1077015418500866,-0.4783105981807823,-0.22396558680222076
SIDM00420,-0.6639503143918445,-0.7063212542978119,-0.7603321519375444,1.3317159708032178,-0.7568025416522419,-0.6515791640623314,0.8793658596805242,-0.5285192695765587,-0.8436088362984647,-0.7594261393689995,-0.8343364946288265,-0.2276227004204035,-0.943388089825779,-0.820540006018612,2.601102786727502,0.5366829902455658,-0.8434789254406746,2.056328462811938,-0.5961649498154533,-0.68866636045305,1.848620205196482,-0.7662919954625171,0.2346823611163049
SIDM01145,-0.31442995959845493,-0.843765108510907,-0.824104467532711,1.3549458287630425,-0.7739123042613864,-0.7815713830674993,1.3312212453634857,-0.7796507285780494,-0.7329656349392196,-0.7861882052331352,-0.5129278851637877,-0.22127776766826002,-0.29720152372278913,-0.8735600448513869,1.6503417998633736,1.7154802314039261,-0.6007907523904736,0.3763757825747618,-0.385357910559877,-0.7900532414870778,3.2661396420777473,-0.5090944661144711,1.3241840546417352
SIDM00256,-0.7616047637917379,-0.9323752307250303,-0.818189061560406,0.1354555638412653,-0.6555689433097742,-0.7826973934763818,-0.8176169554308228,-0.9131072403846459,-0.7916487231964336,-0.6696139398992784,-0.7679547700703582,-0.08108949607245913,-0.9125868052756104,-0.8682597172200112,1.9680566303851863,-0.7426669610189085,-0.8766804726665038,0.5516185164109203,-0.4102841410880087,-0.779124325382815,2.5824268441321827,-0.7025936270487864,0.6621130499322289
SIDM00444,-0.5033389273756707,-0.4093678496768144,-0.7541087261905568,-0.6676560557269116,-0.903167763081457,-0.5500404157849301,0.6285675192026465,-0.8829954442947986,-0.7406743994481988,-0.7729134269529742,-0.7652802280826727,-0.31545464268360573,-0.577329715768066,-0.8324617712740986,1.7500909041948558,-0.7281166553629848,-0.8026702743410242,0.09746937674023523,-0.5811885567139871,-0.8139394254545194,2.7639102437229286,-0.42364334970125883,0.8287103007105541
SIDM00137,-0.667747566827942,-0.8597627821197862,-0.7993610929414903,-0.7062155154407211,-0.7524448145377504,-0.5995715416732329,-0.7770395807741939,-0.9138440220079513,-0.9017239422259288,-0.8492170942292382,-0.6348460227826984,-0.08727049379599354,-0.8124904635277758,-0.8861840992679821,2.2118653760799254,-0.8392049225345326,-0.883966239549805,0.25549396010966213,-0.5996293228640031,-0.7516270473578744,3.1047034008116805,-0.7878975898581025,0.4411322851237891
SIDM00569,-0.6697862884260332,-0.8562918961117474,-0.7850998067295277,1.1829824302634457,-0.7384191333844567,-0.7591929958421768,-0.782145208244621,-0.7656921319586816,-0.8124330700547664,-0.8721081889534802,-0.751235756096707,-0.41610929938503183,-0.963387334368662,-0.7669624389436555,2.4940250237374824,0.33067721102267705,-0.8956833113120474,0.1791695139925819,-0.5257015461058604,-0.7660739691956119,2.617115037136137,-0.8498262706057124,1.3213054790425411
SIDM00445,-0.6399739253190543,-0.7715477546747068,-0.6924207398571041,1.3302592419627886,-0.8205359470401125,-0.7177543684414658,1.9799743862968173,1.9135776208860948,-0.7910119822023025,-0.8037213457769474,-0.6490204150713331,0.35815527995849705,-0.8873763027869077,-0.848114669191886,1.9165227655861328,-0.42757141084756506,-0.9047214086262526,0.41833652241730185,-0.5420798328977959,-0.4712104468837535,3.0693465184947715,-0.6348816545431275,1.2031810789006063
SIDM00094,-0.5375698130963414,-0.810767980067961,-0.7816004772565407,-0.7737656018704068,-0.788182715832064,-0.6755869808833063,-0.6673534141451773,-0.8263395531649078,-0.7766148864394674,-0.8473903796325427,-0.7037782560693899,-0.3667785121128213,-0.9953549956865114,-0.8778217212407833,1.9951236432761403,-0.9163014776533137,-0.8727224615972241,1.0161357046526571,-0.6621336883936499,-0.8161761420869952,0.8757581041269489,-0.5847191741455084,-0.6953762418899763
SIDM00576,-0.3603490378866119,-0.6600869116563267,-0.7191967457206095,-0.7065254917553483,-0.7584595142887522,-0.788244704755933,2.851033651366488,-0.5693364806370167,-0.8301184763703773,-0.7849122275514608,-0.7899116428738531,0.4818364072395634,-0.791221629521928,-0.817775475701649,2.323812424435865,-0.8026721552347256,-0.8495479382140131,0.8626239881032766,-0.37990177518774215,-0.7972322191732448,2.282964795390149,-0.8593894604272643,-0.8060229689432903
SIDM00257,-0.5195406343530221,-0.766374731357421,-0.7771935282102265,-0.7813156678598131,-0.8271841758113364,-0.7589243057639925,-0.7901495297548566,-0.901382176013331,-0.8273816977066403,-0.7622128874344715,-0.7999101989635464,-0.20357882987279752,-0.9270285955774091,-0.8033879086072526,1.740803944705173,-0.812887141965203,-0.8561058837832521,0.648090904085654,-0.6560567093270627,-0.81820250469738,2.9998007242201914,-0.8453439415874335,1.0433277516355222
SIDM00835,-0.6964560750211524,-0.8718234028966606,-0.8133958964292313,1.3249267602917922,-0.8471787426800272,-0.7927555463372544,-0.06347713377840067,-0.9809657042820384,0.4813503923376661,-0.872696410638252,-0.6473483018764034,-0.42156027377851535,-0.9618332395484203,-0.8726170166225374,2.040278138437215,-0.882307742439257,-0.7539699546915779,0.6864058479746977,-0.6158114285485452,-0.8237974263958247,2.6235157535311595,0.8565094107161791,1.2854833772144314
SIDM00781,-0.6078125442302261,-0.43601821823458525,-0.738435166554195,-0.6683039083204725,-0.8586901352067299,-0.6444865801541343,-0.5243511557631922,-0.9399063024524534,-0.7928285068177496,-0.8676772677793982,-0.7334446581962956,-0.3683338256562023,-0.36409031335141784,-0.8912792900086883,2.3700111529984405,-0.8262567504109095,-0.8864570453301488,0.44530883112864494,-0.6519591700455581,-0.6298586441009738,2.811612929612187,-0.8174496280206882,0.16512836366982805
SIDM00700,-0.7029034904434257,-0.8401111450895427,-0.7728962467265817,-0.6929419390119567,-0.8340410361545539,-0.7948864331042944,-0.723338934760132,-0.782724071937832,-0.6915078833240561,-0.7496071936269985,-0.3956615855389515,-0.48806995905994177,-0.9246790937323318,-0.8781231712670323,2.433689520383124,-0.8128397688795521,-0.8698363714702022,0.4862187531785969,-0.6064146005953784,-0.6806928995591772,2.9156543064802314,0.06248648378595491,1.281927596390817
SIDM01126,-0.31580569863592034,-0.880057868853467,-0.8454898710792729,-0.6778211267596638,-0.8860651378868765,-0.7909718144873668,-0.7841540128939976,-0.922370895217063,-0.8245629984486633,-0.7330925265621762,-0.7031776675286587,-0.2913401434527941,0.331398845579725,-0.8791321053092481,1.4461568579388893,-0.7573931326215665,-0.8717619523792456,0.36783579767196867,-0.6764346128707407,-0.6760833054513458,2.9602866540016715,-0.8875497377451659,-0.7902953323912039
SIDM00259,-0.5538650639051588,-0.7867209888487892,-0.8104677795577613,-0.317433355333348,-0.8132630795268386,-0.8263654888337739,-0.7466893859826064,-0.9435788339598125,-0.8341988174241552,-0.760661188095477,-0.7707650763841081,-0.34898588144299464,-0.9640687009687441,-0.6782890656073414,1.6683267634574168,-0.8341645421182864,-0.865642475341476,0.25813692474825234,-0.32495972994559147,-0.7904718482448944,2.903536960991763,-0.7877893187823716,-0.11242612821652653
SIDM00834,-0.32739121967703505,-0.7142910484103504,-0.7678033117203776,1.1711010422876351,-0.7133392830869044,-0.7499776662972447,-0.8511479803067258,-0.8793354794767119,-0.7609013834162526,0.669925085351413,-0.4031258236753242,-0.42154385532550803,-0.9362207928174707,-0.8730376671032737,1.8187092692492597,2.054551710204476,-0.8608456949769473,0.6855187954411712,-0.3562734581112057,-0.8399160284775612,2.470159082179766,-0.2854965888338244,-0.0704659784209624
SIDM00814,-0.5433618126889692,-0.6544703244803045,-0.7894847508263942,-0.45236190044819036,-0.7962766229267105,-0.7079419637877618,-0.7017411342104973,-0.9268449765061864,-0.8456817181302915,-0.755485021088637,-0.5450232680281597,-0.5360787231982294,-0.8817256939646669,-0.7426968137983953,1.8875361633798107,-0.8251413644465475,-0.8497337699002666,0.2711106062139125,-0.6102524897931565,-0.8424218324535697,3.3209446634545627,-0.8345496972958429,0.21440883371441138
SIDM00258,-0.3656931840507219,-0.7923435024424836,-0.7485322558074915,1.6195265906803045,-0.6441861618666457,-0.5239622664444642,-0.9048108411177693,-0.28870508894618185,-0.8236524272518421,-0.609108194571315,-0.6749207066137644,-0.21178954405957753,-0.9276760490435476,-0.8482723683278487,1.987225305786289,-0.692478668463561,-0.8136009212898274,0.6953225322376354,-0.6283382028604675,-0.7725374759570375,2.6379556225293834,-0.7177093629434032,0.37382342205522534
SIDM00577,-0.5038697490253566,-0.8713233172865653,-0.8643514270259065,-0.6063537596277552,-0.8760630359513508,-0.883974927406794,-0.6013493431030423,-0.4552809969897087,-0.8198999008461253,-0.7796662512725215,-0.7299866593724537,-0.3133186701403322,-0.9752988741619673,-0.8476850323644636,1.9356450266345198,-0.8699461089806197,-0.8376737632379766,0.6390278072168912,-0.5273998928476604,-0.8944274146493272,1.936193422807597,-0.8580549307695938,0.029496407732215922
SIDM00384,-0.4892259013858505,-0.5892821525884834,-0.779273769015686,1.7177299237380623,-0.6856893405502347,-0.7695047135400518,0.17622709030390893,-0.8017853610993282,-0.7700496246955032,-0.6354806438890384,-0.7989328392881959,0.8689239946183343,-0.8399397205463867,-0.7525279092041288,2.165567678511276,-0.8226507529904741,-0.8802722062956964,0.34483492428490675,-0.6034077273831004,-0.8274102436160564,2.96404411271786,-0.5045490557629528,1.3904026838973629
SIDM00837,-0.6924066064783917,-0.7371286786489308,-0.7734171922535913,-0.7317391808209023,-0.9772763519473262,-0.760647517233334,0.45180743909901716,-0.2424197816647277,-0.7345624464213586,-0.6600895319243888,-0.20184468452047072,-0.40330636806971587,-0.8189388757516237,-0.796920902123069,2.4086754610729275,-0.7637831400448511,-0.8666835627014399,0.5936544037653654,-0.4016479011230485,-0.6832776476117597,2.978447475367407,-0.728414360714273,0.8636821550773911
